emp_no,first_name,last_name,from_date,salary,title,to_date
204242,Mansur,Ellozy,1995-05-11,78173,Senior Engineer,9999-01-01
204248,Makato,Reghbati,1988-02-28,59771,Senior Staff,9999-01-01
204254,Billur,Famili,1985-07-02,50770,Senior Engineer,9999-01-01
204292,Khaled,Argence,1985-04-10,82607,Senior Staff,9999-01-01
204313,Hongzue,Khalil,1991-03-11,40000,Senior Engineer,9999-01-01
204327,Jixiang,Simmen,1986-12-17,53162,Senior Engineer,9999-01-01
204330,Danco,Stanfel,1986-10-27,40000,Senior Engineer,9999-01-01
204337,Brewster,Erol,1998-10-22,40000,Assistant Engineer,9999-01-01
204367,Mitsuyuki,Henders,1989-03-30,40000,Senior Engineer,9999-01-01
204378,Leaf,Stranks,1988-06-17,40000,Senior Engineer,9999-01-01
204399,Uta,Peak,1985-10-11,40000,Senior Engineer,9999-01-01
204409,Sushant,Chiola,1992-10-15,45838,Senior Engineer,9999-01-01
204428,Yuping,Chandrasekhar,1999-09-30,40000,Engineer,9999-01-01
204440,Gal,Kumaresan,1986-03-10,40000,Senior Engineer,9999-01-01
204463,Chanjung,Reghbati,1987-12-19,55721,Senior Engineer,9999-01-01
204469,Ramya,Cmelik,1988-05-06,84565,Senior Staff,9999-01-01
204484,Baziley,Gruenwald,1990-09-06,40000,Senior Engineer,9999-01-01
204517,Aron,Polajnar,1985-08-20,45784,Senior Staff,9999-01-01
204518,Saeko,Selvestrel,1987-10-24,59389,Technique Leader,9999-01-01
204519,Utz,Haldar,1992-09-20,40000,Senior Engineer,9999-01-01
204524,Mahendra,Schreiter,1988-11-17,40000,Senior Engineer,9999-01-01
204526,Vojin,Kulisch,1987-05-01,54338,Senior Staff,9999-01-01
204528,Jessie,Smailagic,1990-04-28,76997,Technique Leader,9999-01-01
204530,Changho,Fritzsche,1986-05-28,40000,Senior Staff,9999-01-01
204534,Khalid,Melton,1985-03-25,68426,Senior Engineer,9999-01-01
204540,Lene,Wroclawski,1991-02-19,66456,Senior Staff,9999-01-01
204542,Lucian,Bael,1986-08-25,40000,Senior Engineer,9999-01-01
204560,Sariel,Badache,1985-03-21,69114,Senior Engineer,9999-01-01
204567,Kristin,Plavsic,1985-06-11,40000,Senior Engineer,9999-01-01
204571,Uli,Raczkowsky,1987-02-23,40000,Senior Engineer,9999-01-01
204573,Kensei,Cmelik,1988-02-16,75297,Senior Engineer,9999-01-01
204579,Yechezkel,Litzkow,1986-07-19,40613,Technique Leader,9999-01-01
204583,Richard,Setiz,1987-06-11,50947,Senior Engineer,9999-01-01
204594,Elvis,Onuegbe,1999-02-01,40000,Engineer,9999-01-01
204645,Duangkaew,Gilg,1988-10-27,57696,Senior Engineer,9999-01-01
204661,Doohun,Atchley,1987-01-13,47903,Senior Engineer,9999-01-01
204664,Hatsukazu,Cools,1985-11-09,40000,Senior Engineer,9999-01-01
204674,Barton,Kropp,1987-06-01,45878,Senior Engineer,9999-01-01
204679,Masaru,Marchegay,1986-06-25,63947,Senior Staff,9999-01-01
204692,Licheng,Pollacia,1988-09-04,48636,Senior Engineer,9999-01-01
204693,Aran,Litzkow,1987-03-10,43455,Engineer,9999-01-01
204698,Fai,Lowrie,1989-08-27,54451,Senior Engineer,9999-01-01
204703,Sreekrishna,Spataro,1993-08-07,72587,Senior Staff,9999-01-01
204706,Denis,Joslin,1989-03-25,44348,Engineer,9999-01-01
204708,Martial,Bazelow,1998-11-16,40000,Staff,9999-01-01
204710,Gino,Cichocki,1985-04-10,69801,Senior Engineer,9999-01-01
204734,Sungwon,Sifakis,1986-02-05,69449,Technique Leader,9999-01-01
204745,Oscar,Masaki,1989-05-13,47379,Senior Engineer,9999-01-01
204747,Zita,Stenning,1986-08-01,40000,Senior Engineer,9999-01-01
204783,Zissis,Majewski,1988-09-12,70977,Senior Staff,9999-01-01
204784,Elvia,Manders,1988-03-05,40000,Senior Staff,9999-01-01
204792,Masoud,Falster,1988-09-18,58793,Senior Engineer,9999-01-01
204793,Heejo,Vickson,1999-11-28,40000,Senior Staff,9999-01-01
204805,Nimmagadda,Crouzet,1986-07-13,51734,Senior Engineer,9999-01-01
204812,Alexius,Zedlitz,1988-01-21,40000,Senior Engineer,9999-01-01
204832,Eckart,Axelband,1987-07-23,42981,Senior Engineer,9999-01-01
204837,Uzi,Menhoudj,1986-04-05,40000,Senior Engineer,9999-01-01
204838,Kannan,Akazan,1986-11-20,40000,Engineer,9999-01-01
204842,Ramachenga,Zumaque,1985-07-09,70665,Senior Engineer,9999-01-01
204852,Demos,Lupu,1988-03-24,67867,Senior Staff,9999-01-01
204871,Xiaoqiu,Knightly,1997-07-27,44751,Senior Engineer,9999-01-01
204877,Guther,Gornas,1985-11-12,64613,Senior Engineer,9999-01-01
204880,Aris,Crouzet,1986-09-22,58904,Senior Staff,9999-01-01
204881,Bodh,Zultner,1998-02-13,40000,Engineer,9999-01-01
204890,Kristin,Reistad,1993-12-04,40000,Senior Engineer,9999-01-01
204902,Eric,Ruemmler,1985-12-19,40000,Senior Staff,9999-01-01
204913,Dines,Takanami,1987-09-25,51808,Senior Staff,9999-01-01
204919,Nakhoon,Kavvadias,1987-01-30,56821,Senior Staff,9999-01-01
204920,Kellyn,Journel,1989-05-22,63366,Engineer,9999-01-01
204925,Danny,Lagarias,1986-02-18,62972,Senior Engineer,9999-01-01
204935,Sachio,Lamparter,1995-06-11,54121,Engineer,9999-01-01
204938,Collette,Verspoor,1988-11-20,40000,Technique Leader,9999-01-01
204943,Jiakeng,Hartvigsen,1987-08-18,49036,Senior Engineer,9999-01-01
204947,Yechiam,Wuwongse,1989-04-27,42167,Senior Engineer,9999-01-01
204952,Utpal,Plessier,1989-01-22,45808,Senior Engineer,9999-01-01
204967,Mohit,Menyhert,1989-05-28,70391,Senior Staff,9999-01-01
204969,Yuqun,Gronowski,1985-09-26,53517,Senior Engineer,9999-01-01
204977,Martina,Perl,1993-10-24,76248,Staff,9999-01-01
204993,Szabolcs,Zucker,1988-11-21,70974,Technique Leader,9999-01-01
205004,Masadi,Lueh,1999-10-01,40000,Engineer,9999-01-01
205013,Sasan,Wilfing,1985-10-09,70795,Senior Staff,9999-01-01
205021,Mariangiola,Lally,1994-02-18,40000,Senior Engineer,9999-01-01
205022,Gill,Rehfuss,1987-09-27,44509,Senior Engineer,9999-01-01
205024,Amstein,Papastamatiou,1988-02-26,48820,Senior Engineer,9999-01-01
205026,Akeno,Kulisch,1988-12-26,59911,Senior Engineer,9999-01-01
205037,Ferdinand,Speek,1992-10-02,81185,Senior Staff,9999-01-01
205038,Mari,Chvatal,1987-02-01,55113,Senior Engineer,9999-01-01
205057,Mostafa,Usdin,1999-07-03,40000,Assistant Engineer,9999-01-01
205063,Dharmaraja,Butner,1997-06-05,53157,Staff,9999-01-01
205075,Yunming,Piveteau,1994-08-24,46492,Senior Engineer,9999-01-01
205092,Masako,Spieker,1988-09-07,72572,Senior Staff,9999-01-01
205112,Masanao,Quaggetto,1986-02-23,48976,Senior Staff,9999-01-01
205119,Chrisa,Kilgore,1985-02-10,58993,Senior Engineer,9999-01-01
205150,Denis,Murthy,1988-11-30,40000,Senior Engineer,9999-01-01
205202,Alagu,Stemann,1995-04-21,40564,Staff,9999-01-01
205203,Yinlin,Gente,1985-06-21,42046,Senior Staff,9999-01-01
205206,Itzchak,Chappelet,1986-12-04,67337,Senior Engineer,9999-01-01
205207,Ramalingam,Borstler,1988-04-12,93909,Senior Staff,9999-01-01
205212,Chaoyi,Ghalwash,1986-12-03,40000,Senior Engineer,9999-01-01
205216,Jayesh,Hanratty,1987-04-13,42889,Senior Engineer,9999-01-01
205223,Jianhao,Chenoweth,1986-05-22,40000,Senior Engineer,9999-01-01
205225,Duro,Ouhyoung,1985-07-18,40000,Senior Engineer,9999-01-01
205244,Yonghoan,Heuter,1985-05-14,40000,Senior Staff,9999-01-01
205245,Angus,Raczkowsky,1996-07-11,54462,Senior Engineer,9999-01-01
205248,Aamer,Imataki,1988-08-24,40000,Senior Engineer,9999-01-01
205251,Fai,Mullainathan,1987-01-24,87290,Senior Staff,9999-01-01
205261,Oscar,Pusterhofer,1987-07-26,45346,Senior Engineer,9999-01-01
205262,Sergi,Munch,1988-09-20,59893,Senior Engineer,9999-01-01
205265,Vishwani,Onuegbe,1985-02-15,40000,Senior Engineer,9999-01-01
205266,Volkmar,Marquardt,1987-10-04,46466,Senior Engineer,9999-01-01
205272,Zhenbing,Kuhnemann,1985-04-04,40000,Senior Engineer,9999-01-01
205283,Peternela,Eickenmeyer,1998-11-22,40000,Engineer,9999-01-01
205295,Kristinn,Jonsson,1985-10-16,40000,Senior Engineer,9999-01-01
205297,Aral,Weedon,1993-02-05,40000,Senior Engineer,9999-01-01
205304,Volkmar,Preusig,1995-12-04,62879,Engineer,9999-01-01
205313,Make,Duclos,1994-03-28,53091,Senior Staff,9999-01-01
205317,Percy,Milicic,1992-01-03,72965,Senior Staff,9999-01-01
205318,Bernd,Lakshmanan,1987-12-01,57654,Senior Engineer,9999-01-01
205325,Serenella,Harllee,1987-11-08,78973,Senior Staff,9999-01-01
205331,Nigel,Melski,1985-02-02,40000,Senior Engineer,9999-01-01
205332,Gita,Baar,1996-08-09,59638,Staff,9999-01-01
205343,Kiyokazu,Brobst,1987-12-28,40000,Senior Engineer,9999-01-01
205350,Masasuke,Murrill,1985-03-10,40000,Senior Engineer,9999-01-01
205357,Radhia,Engelmann,1987-01-08,40000,Senior Engineer,9999-01-01
205359,Serge,Bresenham,1997-02-07,40000,Senior Staff,9999-01-01
205361,Owen,Siepmann,1987-04-08,75684,Senior Engineer,9999-01-01
205370,Geoffry,Marchesini,1988-07-11,52849,Senior Staff,9999-01-01
205381,Mana,Lung,1998-04-18,40000,Engineer,9999-01-01
205469,Zsolt,Perko,1985-11-14,61642,Senior Staff,9999-01-01
205471,Bernd,Vasanthakumar,1991-12-07,40000,Senior Staff,9999-01-01
205472,Sudhanshu,Winter,1993-06-11,52774,Senior Engineer,9999-01-01
205475,Ute,Schach,1989-02-17,52504,Senior Engineer,9999-01-01
205476,Hairong,Ruemmler,1985-03-17,40000,Senior Engineer,9999-01-01
205478,Reinhard,Nittel,1986-10-12,40000,Senior Staff,9999-01-01
205484,Atreye,Yoshimura,1987-07-18,40000,Senior Engineer,9999-01-01
205489,Surveyors,Laventhal,1985-08-17,67454,Senior Engineer,9999-01-01
205492,Wojceich,Lorch,1999-12-23,78252,Engineer,9999-01-01
205524,Dante,Reistad,1997-07-25,44416,Senior Engineer,9999-01-01
205528,Shichao,Shiratori,1988-12-19,40000,Senior Engineer,9999-01-01
205529,Troy,Karner,1986-05-05,40000,Technique Leader,9999-01-01
205553,LiMin,Jeansoulin,1986-01-27,40000,Senior Staff,9999-01-01
205559,Herbert,Portugali,1987-11-26,66031,Engineer,9999-01-01
205568,Abdelghani,Aingworth,1985-09-22,72325,Senior Staff,9999-01-01
205582,Zhigen,Panienski,1985-12-14,40000,Senior Engineer,9999-01-01
205592,Houman,Weisert,1988-08-30,40000,Senior Staff,9999-01-01
205597,Kwan,Schonegge,1985-02-08,40000,Senior Engineer,9999-01-01
205608,Gilbert,Morris,1987-03-03,40000,Senior Engineer,9999-01-01
205611,Ramya,Plump,1986-11-22,57454,Senior Staff,9999-01-01
205612,Yakichi,Yurov,1992-07-19,61399,Senior Engineer,9999-01-01
205619,Souichi,Provine,1991-09-02,40000,Senior Engineer,9999-01-01
205624,Jolita,Lally,1997-01-10,41117,Senior Engineer,9999-01-01
205629,Guiseppe,Genin,1996-10-27,66208,Staff,9999-01-01
205638,Lubomir,Peir,1986-12-17,53088,Senior Engineer,9999-01-01
205645,Tonia,Stroustrup,1988-10-16,40057,Senior Engineer,9999-01-01
205653,Serif,Fiebach,1997-09-07,63797,Engineer,9999-01-01
205656,Hauke,Cairo,1987-05-17,40000,Senior Staff,9999-01-01
205670,Hidefumi,Jeong,1987-01-01,40000,Technique Leader,9999-01-01
205690,Toshimi,Warwick,1986-02-12,40000,Senior Staff,9999-01-01
205700,Gay,Luit,1998-09-07,68397,Staff,9999-01-01
205712,Susuma,Daescu,1986-10-18,60666,Senior Staff,9999-01-01
205713,Gennady,Makinen,1988-05-10,42447,Senior Engineer,9999-01-01
205723,Josyula,Crooks,1988-01-06,41928,Senior Staff,9999-01-01
205728,Hatem,Marquardt,1995-10-27,50503,Staff,9999-01-01
205733,Suzette,Tokunaga,1986-03-31,54676,Senior Staff,9999-01-01
205737,Nishit,Masamoto,1996-05-22,40000,Engineer,9999-01-01
205738,Mong,Stroustrup,1989-04-23,42693,Senior Engineer,9999-01-01
205746,Laurentiu,Mitchem,1987-02-21,46217,Senior Staff,9999-01-01
205749,Mikhail,Viele,1986-11-18,57123,Senior Staff,9999-01-01
205753,Keiichiro,Gonthier,1993-01-30,40000,Senior Engineer,9999-01-01
205760,Alexius,Hettesheimer,1985-12-17,56892,Senior Staff,9999-01-01
205761,Bowen,Melter,1987-04-16,40000,Senior Engineer,9999-01-01
205778,Yakichi,Itzfeldt,1991-02-12,54119,Senior Engineer,9999-01-01
205779,Adhemar,Kuhnemann,1990-01-04,72876,Senior Staff,9999-01-01
205782,Shen,Brandsma,1986-10-06,59618,Senior Engineer,9999-01-01
205796,Arne,DuCasse,1991-12-10,43604,Senior Staff,9999-01-01
205810,Lenore,Chiola,1993-10-15,40000,Senior Staff,9999-01-01
205819,Stevo,Radwan,1996-05-19,45192,Staff,9999-01-01
205826,Diederik,Schauser,1991-10-13,40000,Senior Staff,9999-01-01
205843,Chenye,Peek,1989-05-02,40000,Senior Engineer,9999-01-01
205849,Masali,Walston,1985-07-06,59694,Senior Staff,9999-01-01
205850,Hiroyasu,Staudhammer,1988-01-18,71453,Senior Staff,9999-01-01
205860,Gopalakrishnan,Rosar,1987-04-06,44908,Senior Engineer,9999-01-01
205872,Kitty,Greibach,1993-04-27,40000,Senior Staff,9999-01-01
205876,Gonzalo,Roccetti,1987-10-14,44337,Senior Engineer,9999-01-01
205890,Georgi,Chenoweth,1987-06-27,40000,Senior Staff,9999-01-01
205899,Radoslaw,Mundy,1992-06-03,46719,Senior Staff,9999-01-01
205903,Xiong,Matzel,1987-05-03,48650,Senior Engineer,9999-01-01
205918,Lihong,Ghandeharizadeh,1988-01-01,73846,Senior Staff,9999-01-01
205920,Mechthild,Roccetti,1997-04-09,41921,Engineer,9999-01-01
205921,Bangqing,Chartres,1991-05-15,73586,Senior Staff,9999-01-01
205924,Alain,Ventosa,1987-01-28,52775,Senior Engineer,9999-01-01
205928,Domenico,Esteva,1987-02-14,53244,Senior Engineer,9999-01-01
205931,Renny,Escriba,1986-05-23,45032,Senior Staff,9999-01-01
205944,Kwangho,Nitsch,1999-12-07,40000,Engineer,9999-01-01
205945,Ottavia,Larfeldt,1987-04-01,40000,Senior Engineer,9999-01-01
205962,Jouni,Miculan,1988-03-08,67184,Senior Staff,9999-01-01
205963,Yechiam,Curless,1995-10-02,68076,Senior Engineer,9999-01-01
205968,Gilbert,Kuzuoka,1989-10-21,46881,Senior Engineer,9999-01-01
205974,Mona,Gajiwala,1985-04-02,40000,Senior Engineer,9999-01-01
206000,Atreye,Schapire,1986-05-03,74177,Senior Staff,9999-01-01
206014,Premsyl,Walstra,1990-03-06,54123,Senior Staff,9999-01-01
206016,Suzette,Garrabrants,1996-09-03,57525,Senior Staff,9999-01-01
206018,Takahiro,Baca,1986-08-26,40000,Senior Engineer,9999-01-01
206035,Kinh,Eiron,1988-01-03,65723,Senior Engineer,9999-01-01
206053,Tsuneo,Alblas,1986-05-12,74187,Senior Staff,9999-01-01
206059,Jaana,Levergood,1987-11-05,44383,Senior Engineer,9999-01-01
206067,Manton,Itzigehl,1987-05-04,51514,Senior Engineer,9999-01-01
206091,Zhaofang,Knightly,1998-10-04,44499,Staff,9999-01-01
206110,Shaz,Haddadi,1985-12-30,40000,Senior Staff,9999-01-01
206122,Munenori,Bazelow,1994-09-19,40000,Engineer,9999-01-01
206146,Becky,Merkl,1987-10-24,40000,Senior Engineer,9999-01-01
206149,Yurii,Mellouli,1987-03-24,40000,Senior Engineer,9999-01-01
206164,Minghong,Vernadat,1986-04-02,80610,Senior Staff,9999-01-01
206165,LiMin,Hmelo,1996-05-06,40000,Staff,9999-01-01
206168,Serap,Matzat,1985-04-29,61158,Senior Staff,9999-01-01
206173,Chaosheng,Radivojevic,1988-01-03,45556,Senior Staff,9999-01-01
206185,Yolla,Gonthier,1992-09-07,40000,Senior Engineer,9999-01-01
206191,Chaitali,Asrin,1985-09-24,53966,Senior Engineer,9999-01-01
206193,Kerryn,Senzako,1988-02-03,51928,Senior Staff,9999-01-01
206199,Rafail,Hashii,1986-12-23,40000,Technique Leader,9999-01-01
206211,Golgen,Schapire,1987-11-15,40000,Senior Staff,9999-01-01
206223,Masanao,Meszaros,1992-10-02,40724,Senior Engineer,9999-01-01
206227,Feixiong,Schmittgen,1991-07-17,46624,Senior Engineer,9999-01-01
206230,Eckart,Gire,1986-03-10,40000,Senior Engineer,9999-01-01
206240,Oksana,Zykh,1988-03-22,40000,Senior Engineer,9999-01-01
206241,Kazuhira,Danecki,1988-09-28,90951,Senior Staff,9999-01-01
206262,Alejandro,Bugrara,1994-07-02,50021,Staff,9999-01-01
206272,Xinan,Miake,1985-12-02,44442,Senior Engineer,9999-01-01
206277,Candida,Toyoshima,1988-10-23,59339,Senior Staff,9999-01-01
206286,Arno,Pocchiola,1988-07-13,59202,Senior Engineer,9999-01-01
206288,Sverrir,Vrecion,1997-04-10,56845,Engineer,9999-01-01
206296,Kwangjo,Landherr,1988-11-19,43632,Senior Staff,9999-01-01
206301,Huiqun,Yavatkar,1991-11-01,40000,Senior Engineer,9999-01-01
206335,Katsuyuki,Eldridge,1989-08-07,74814,Senior Staff,9999-01-01
206339,Kamran,Emmart,1998-12-04,41271,Engineer,9999-01-01
206343,Aris,Erie,1999-12-07,40545,Staff,9999-01-01
206346,Syozo,Hitomi,1988-07-02,41820,Senior Engineer,9999-01-01
206354,Gennadi,Kawashima,1988-03-03,40000,Senior Engineer,9999-01-01
206355,Aleksander,Picci,1995-08-19,45565,Engineer,9999-01-01
206368,Kamakshi,Azadmanesh,1999-05-18,40000,Engineer,9999-01-01
206381,Horward,Peltason,1987-09-19,40000,Senior Staff,9999-01-01
206399,Macha,Hasham,1991-06-04,59213,Senior Engineer,9999-01-01
206411,Shigeichiro,Vidal,1986-01-31,55548,Senior Engineer,9999-01-01
206416,Ronnie,Kopetz,1995-04-29,59918,Senior Staff,9999-01-01
206418,Marco,Vickson,1989-11-12,48442,Senior Engineer,9999-01-01
206427,Nobuyoshi,Otillio,1991-12-11,46330,Senior Staff,9999-01-01
206439,Atreye,Pellegrinelli,1987-07-14,60245,Senior Staff,9999-01-01
206468,Hidefumi,Crouzet,1997-08-25,52322,Engineer,9999-01-01
206501,Kamakshi,Vrecion,1992-09-27,62934,Senior Engineer,9999-01-01
206507,Bernt,Gonthier,1988-08-15,40000,Senior Engineer,9999-01-01
206520,Gor,Selenyi,1995-06-04,40000,Senior Engineer,9999-01-01
206526,Hauke,Chepyzhov,1988-01-02,58743,Senior Staff,9999-01-01
206530,Xuedong,Roison,1985-04-21,40819,Senior Staff,9999-01-01
206539,Jaroslava,Eterovic,1985-06-25,60385,Senior Engineer,9999-01-01
206559,Ronghao,Erde,1985-09-19,40000,Senior Engineer,9999-01-01
206576,Chenxi,Chepyzhov,1995-06-04,52912,Staff,9999-01-01
206578,Deborah,Onuegbe,1993-09-21,65352,Staff,9999-01-01
206599,Kwangjo,Demir,1996-12-10,40000,Technique Leader,9999-01-01
206604,Adil,Rajala,1992-12-14,66204,Senior Engineer,9999-01-01
206611,Qingxiang,Isard,1986-03-29,45677,Senior Staff,9999-01-01
206634,Fumino,Jiang,1992-09-18,58921,Senior Staff,9999-01-01
206637,Jahangir,Schlenzig,1985-02-18,51217,Senior Engineer,9999-01-01
206639,Gad,Openshaw,1986-05-19,57678,Senior Engineer,9999-01-01
206648,Dhritiman,Lindqvist,1988-09-26,49157,Senior Engineer,9999-01-01
206653,Sumant,Landherr,1997-09-02,71517,Staff,9999-01-01
206668,Jaana,Rabejac,1986-06-18,42919,Senior Staff,9999-01-01
206686,Shin,Mondadori,1992-12-31,68433,Senior Staff,9999-01-01
206697,Billie,Quaggetto,1996-10-03,84926,Staff,9999-01-01
206711,Visit,Oskamp,1989-08-15,60092,Senior Staff,9999-01-01
206713,Zhiguo,Orsini,1986-02-05,40000,Senior Engineer,9999-01-01
206718,Koldo,Ramaiah,1986-06-17,78058,Senior Staff,9999-01-01
206731,Phuoc,Ramras,1996-08-01,47835,Senior Engineer,9999-01-01
206732,Renny,Furedi,1986-12-18,45866,Senior Engineer,9999-01-01
206737,Shalesh,Farrow,1987-03-11,54889,Senior Staff,9999-01-01
206744,Kenton,Radivojevic,1997-04-13,88379,Staff,9999-01-01
206746,Khoa,Honiden,1987-12-20,40000,Senior Engineer,9999-01-01
206760,Feixiong,Baumann,1985-05-12,59363,Senior Staff,9999-01-01
206763,Elvia,Schaad,1987-08-19,55033,Senior Engineer,9999-01-01
206765,Alselm,Zobel,1995-12-07,40000,Engineer,9999-01-01
206771,Ferdinand,Lores,1992-12-03,40000,Senior Engineer,9999-01-01
206804,Uinam,Pokrovskii,1990-12-30,58123,Senior Engineer,9999-01-01
206813,Genta,Poujol,1988-09-17,40000,Senior Staff,9999-01-01
206815,Insup,Frolund,1988-11-19,76749,Senior Staff,9999-01-01
206816,Dharmaraja,Falby,1988-07-12,52668,Senior Engineer,9999-01-01
206817,Xudong,Hiltgen,1987-12-28,40000,Senior Staff,9999-01-01
206847,Luise,Akazan,1992-10-02,71871,Senior Staff,9999-01-01
206848,Pintsang,Raney,1985-10-27,40000,Senior Engineer,9999-01-01
206872,Marc,Stafford,1987-03-21,88174,Senior Staff,9999-01-01
206886,Radoslaw,Xiaoshan,1999-09-19,50218,Senior Engineer,9999-01-01
206921,Takushi,Castellani,1986-04-26,68712,Senior Engineer,9999-01-01
206929,Shuzo,Weedon,1993-03-10,53776,Senior Engineer,9999-01-01
206952,Jeanna,Kadhim,1999-03-02,50622,Senior Engineer,9999-01-01
206974,Maia,Sadowsky,1994-07-07,40000,Senior Engineer,9999-01-01
206995,Bernd,Nollmann,1988-01-12,44524,Senior Staff,9999-01-01
206999,Vivian,Colorni,1987-09-10,40000,Senior Staff,9999-01-01
207009,Moni,Angelov,1987-03-11,48019,Senior Engineer,9999-01-01
207012,Masamitsu,Goodrum,1986-11-14,42705,Senior Engineer,9999-01-01
207016,Lenore,Mondadori,1986-11-16,66242,Senior Engineer,9999-01-01
207025,Barry,Hanratty,1999-08-22,44732,Engineer,9999-01-01
207050,Navin,Khasidashvili,1988-03-24,48961,Senior Engineer,9999-01-01
207056,Volkmar,Lorcy,1989-10-26,40309,Technique Leader,9999-01-01
207078,Idoia,Highland,1988-05-10,40000,Senior Engineer,9999-01-01
207087,Pranjal,Codenie,1985-09-18,46104,Senior Engineer,9999-01-01
207090,Stein,Uhrig,1988-01-26,64653,Senior Staff,9999-01-01
207092,Hein,Schwabacher,1986-04-25,40000,Senior Staff,9999-01-01
207095,Jiann,Hashii,1987-05-29,56749,Senior Engineer,9999-01-01
207118,Lijia,Siochi,1985-11-22,49940,Senior Engineer,9999-01-01
207148,Zhiguo,Ullian,1988-09-05,40000,Senior Engineer,9999-01-01
207154,Almudena,Wendorf,1996-12-06,61868,Staff,9999-01-01
207162,Yucai,Kruskal,1988-10-18,40000,Senior Staff,9999-01-01
207167,Mohd,Genin,1997-06-08,55108,Staff,9999-01-01
207178,Masasuke,Muniz,1987-05-14,40000,Senior Engineer,9999-01-01
207190,Dinkar,Mitzlaff,1985-11-07,44282,Senior Engineer,9999-01-01
207198,Shahaf,Heystek,1987-08-09,70195,Senior Engineer,9999-01-01
207208,Susanne,Shackel,1988-01-26,40000,Senior Engineer,9999-01-01
207223,Garnet,Marshall,1987-07-14,74726,Engineer,9999-01-01
207263,Ult,Czaja,1988-02-26,69619,Senior Staff,9999-01-01
207276,Ramalingam,Oaver,1998-06-04,40000,Assistant Engineer,9999-01-01
207279,Hugo,Zultner,1993-10-31,40000,Senior Staff,9999-01-01
207291,Van,Cronan,1988-03-27,48515,Senior Staff,9999-01-01
207295,Aiichiro,Motley,1998-01-19,40000,Assistant Engineer,9999-01-01
207311,Houman,Pietracaprina,1993-11-30,40000,Senior Staff,9999-01-01
207317,Francoise,Naudin,1988-06-12,72504,Senior Staff,9999-01-01
207323,Uli,Pehl,1988-08-11,45423,Senior Engineer,9999-01-01
207370,Morrie,Edelhoff,1985-07-12,47219,Senior Engineer,9999-01-01
207381,Shridhar,Cooman,1987-09-27,40000,Senior Engineer,9999-01-01
207383,Utz,Coullard,1987-11-07,40000,Senior Engineer,9999-01-01
207392,Piyawadee,Denna,1989-08-30,55932,Senior Staff,9999-01-01
207416,Gaurav,Kuhnemann,1987-07-20,40000,Senior Staff,9999-01-01
207426,Mats,Panangaden,1998-10-23,58946,Assistant Engineer,9999-01-01
207434,Huan,Sevcikova,1992-04-20,40000,Senior Engineer,9999-01-01
207439,Zongyan,Pouyioutas,1986-07-12,50868,Senior Engineer,9999-01-01
207448,Kristof,Dredge,1986-08-21,72983,Senior Staff,9999-01-01
207454,Moon,Radivojevic,1989-06-01,40000,Senior Engineer,9999-01-01
207455,Hyuckchul,Kisuki,1996-07-12,40000,Engineer,9999-01-01
207460,Sadok,Oskamp,1987-08-05,58763,Senior Staff,9999-01-01
207486,Vatsa,Badache,1986-02-25,63725,Senior Staff,9999-01-01
207489,Collette,Irland,1986-04-12,44929,Senior Engineer,9999-01-01
207512,Valeska,Basagni,1991-05-15,40000,Senior Staff,9999-01-01
207514,Malu,Haumacher,1995-08-19,40000,Staff,9999-01-01
207515,Danny,Puppo,1988-12-17,40000,Senior Engineer,9999-01-01
207518,Jeanna,Reinhart,1995-08-01,81445,Senior Staff,9999-01-01
207523,Chaosheng,Picaronny,1994-04-14,48169,Senior Engineer,9999-01-01
207532,Lidong,Jeansoulin,1995-01-25,79260,Senior Staff,9999-01-01
207539,Dzung,Lalonde,1986-11-01,50536,Senior Engineer,9999-01-01
207549,Youssef,Mattern,1988-09-28,40000,Technique Leader,9999-01-01
207558,Rance,Itschner,1990-12-05,73029,Senior Staff,9999-01-01
207580,Parto,Harbusch,1995-11-21,56939,Staff,9999-01-01
207584,Basant,Schlumberger,1987-05-24,53686,Senior Engineer,9999-01-01
207585,Limsoon,Picel,1992-05-08,40000,Senior Engineer,9999-01-01
207587,Irena,Kitai,1987-11-25,65311,Senior Staff,9999-01-01
207590,Dipankar,Ferriere,1991-11-30,61685,Senior Engineer,9999-01-01
207597,Murthy,Kusakari,1998-04-25,47339,Senior Engineer,9999-01-01
207614,Nadjib,Ozeri,1986-01-21,40000,Senior Engineer,9999-01-01
207658,Kiyokazu,Whitcomb,1988-07-26,65434,Senior Engineer,9999-01-01
207661,Hairong,Leslie,1986-05-15,84931,Senior Staff,9999-01-01
207662,Mori,Narahari,1995-03-29,40000,Senior Engineer,9999-01-01
207676,Yuqun,Casley,1987-10-15,40000,Senior Engineer,9999-01-01
207679,Vasilis,Rosti,1993-04-11,58593,Senior Staff,9999-01-01
207683,Gilbert,Luft,1985-03-01,49023,Senior Staff,9999-01-01
207685,Christoph,Peltason,1989-05-26,46762,Senior Staff,9999-01-01
207688,Juichirou,Marshall,1986-02-22,47682,Senior Engineer,9999-01-01
207691,Genevieve,Pena,1997-01-23,43875,Senior Engineer,9999-01-01
207701,Yuping,Lodder,1988-10-22,40000,Senior Engineer,9999-01-01
207711,Ayonca,Bratsberg,1990-02-12,40000,Senior Staff,9999-01-01
207733,Koichi,Hooghiemstra,1990-03-01,45547,Senior Engineer,9999-01-01
